cruise,cast,niskin,niskin_second_cast,station,date_time_utc_sampling,date_time_utc_start,date_time_utc_end,latitude,longitude,depth,temperature_sampling,incubation_tank,temperature_incubation_avg,temperature_incubation_std,light_level,size_fraction,Chla,Chlad10,Chlau10,Chlad10per,Chlau10per,duration_incubation,dilution,mu_0,mu_0_std,grazing,grazing_std,mu_N,mu_N_std,iode_quality_flag
en608,1,11-12-13-14,NA,L1,2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.1964,-70.8777,2.84,2.31,1,5.02,1.22,15%,>0&<200,6.72,0.96,5.76,0.14,0.86,1.02,0.2,0.12,0.09,0.24,0.07,n/n,n/n,1
en608,1,11-12-13-14,NA,L1,2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.1964,-70.8777,2.84,2.31,1,5.02,1.22,65%,>0&<10,6.72,0.96,5.76,0.14,0.86,1.02,0.2,NaN,NaN,NaN,NaN,1.3,0,1
en608,1,11-12-13-14,NA,L1,2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.1964,-70.8777,2.84,2.31,1,5.02,1.22,65%,>0&<200,6.72,0.96,5.76,0.14,0.86,1.02,0.2,0.17,0.2,0.43,0.11,n/n,n/n,1
en608,1,11-12-13-14,NA,L1,2018-01-31 19:44:59+00:00,2018-01-31 21:00:00+00:00,2018-02-01 21:30:00+00:00,41.1964,-70.8777,2.84,2.31,1,5.02,1.22,65%,>10&<200,6.72,0.96,5.76,0.14,0.86,1.02,0.2,NaN,NaN,0.31,0.13,0.38,0.06,1
en608,5,17-18-19-20,NA,L3,2018-02-01 09:33:26+00:00,2018-02-01 11:00:00+00:00,2018-02-02 11:00:00+00:00,40.8559,-70.8844,3.13,4.87,1,6.84,1.05,15%,>0&<200,2.88,0,2.88,0,1,1,0.23,0.42,0.07,0.19,0.05,n/n,n/n,1
en608,5,17-18-19-20,NA,L3,2018-02-01 09:33:26+00:00,2018-02-01 11:00:00+00:00,2018-02-02 11:00:00+00:00,40.8559,-70.8844,3.13,4.87,1,6.84,1.05,65%,>0&<10,2.88,0,2.88,0,1,1,0.23,NaN,NaN,NaN,NaN,n/n,n/n,3
en608,5,17-18-19-20,NA,L3,2018-02-01 09:33:26+00:00,2018-02-01 11:00:00+00:00,2018-02-02 11:00:00+00:00,40.8559,-70.8844,3.13,4.87,1,6.84,1.05,65%,>0&<200,2.88,0,2.88,0,1,1,0.23,0.29,0.11,NaN,NaN,n/n,n/n,1
en608,5,17-18-19-20,NA,L3,2018-02-01 09:33:26+00:00,2018-02-01 11:00:00+00:00,2018-02-02 11:00:00+00:00,40.8559,-70.8844,3.13,4.87,1,6.84,1.05,65%,>10&<200,2.88,0,2.88,0,1,1,0.23,NaN,NaN,0,0,0.11,0.06,1
en608,8,20-21-22-23,NA,L4,2018-02-01 19:31:38+00:00,2018-02-01 20:30:00+00:00,2018-02-02 20:50:00+00:00,40.6928,-70.8842,5.33,4.5,1,7.19,1.1,15%,>0&<200,3.13,1.2,1.93,0.38,0.62,1.01,0.21,0.34,0.07,NaN,NaN,n/n,n/n,1
en608,8,20-21-22-23,NA,L4,2018-02-01 19:31:38+00:00,2018-02-01 20:30:00+00:00,2018-02-02 20:50:00+00:00,40.6928,-70.8842,5.33,4.5,1,7.19,1.1,65%,>0&<10,3.13,1.2,1.93,0.38,0.62,1.01,0.21,NaN,NaN,0,0,-0.77,0.57,1
en608,8,20-21-22-23,NA,L4,2018-02-01 19:31:38+00:00,2018-02-01 20:30:00+00:00,2018-02-02 20:50:00+00:00,40.6928,-70.8842,5.33,4.5,1,7.19,1.1,65%,>0&<200,3.13,1.2,1.93,0.38,0.62,1.01,0.21,0.28,0.08,NaN,NaN,n/n,n/n,1
en608,8,20-21-22-23,NA,L4,2018-02-01 19:31:38+00:00,2018-02-01 20:30:00+00:00,2018-02-02 20:50:00+00:00,40.6928,-70.8842,5.33,4.5,1,7.19,1.1,65%,>10&<200,3.13,1.2,1.93,0.38,0.62,1.01,0.21,NaN,NaN,0,0,0.57,0.16,1
en608,15,22-23-24,NA,L8,2018-02-02 19:23:45+00:00,2018-02-02 20:50:00+00:00,2018-02-03 21:00:00+00:00,40.12,-70.8063,6.11,8.51,1,8.97,1.35,15%,>0&<200,2.35,0.38,1.97,0.16,0.84,1.01,0.16,0.55,0.06,0.36,0.04,n/n,n/n,1
en608,15,22-23-24,NA,L8,2018-02-02 19:23:45+00:00,2018-02-02 20:50:00+00:00,2018-02-03 21:00:00+00:00,40.12,-70.8063,6.11,8.51,1,8.97,1.35,65%,>0&<10,2.35,0.38,1.97,0.16,0.84,1.01,0.16,NaN,NaN,NaN,NaN,n/n,n/n,1
en608,15,22-23-24,NA,L8,2018-02-02 19:23:45+00:00,2018-02-02 20:50:00+00:00,2018-02-03 21:00:00+00:00,40.12,-70.8063,6.11,8.51,1,8.97,1.35,65%,>0&<200,2.35,0.38,1.97,0.16,0.84,1.01,0.16,0.59,0.1,0.47,0.06,n/n,n/n,1
en608,15,22-23-24,NA,L8,2018-02-02 19:23:45+00:00,2018-02-02 20:50:00+00:00,2018-02-03 21:00:00+00:00,40.12,-70.8063,6.11,8.51,1,8.97,1.35,65%,>10&<200,2.35,0.38,1.97,0.16,0.84,1.01,0.16,NaN,NaN,0.37,0.06,0.46,0.07,1
en608,19,11-12,NA,L11,2018-02-03 18:14:34+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.764,-70.8892,54.51,10.03,1,6.97,1.52,5%,>0&<200,1.54,NaN,NaN,NaN,NaN,1,0.26,0.2,0.06,0,0,0.33,0.06,1
en608,19,15,NA,L11,2018-02-03 18:17:18+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.7635,-70.8898,24.83,9.9,1,6.97,1.52,5%,>0&<200,1.66,NaN,NaN,NaN,NaN,1,0.22,0.29,0.08,0,0,n/n,n/n,1
en608,19,21-22-23,NA,L11,2018-02-03 18:20:36+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.7631,-70.8898,4.06,9.89,1,6.97,1.52,5%,>0&<200,1.9,0.65,1.25,0.34,0.66,1,0.17,0.51,0.05,0.36,0.03,n/n,n/n,1
en608,19,21-22-23,NA,L11,2018-02-03 18:20:36+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.7631,-70.8898,4.06,9.89,1,6.97,1.52,65%,>0&<10,1.9,0.65,1.25,0.34,0.66,1,0.17,NaN,NaN,NaN,NaN,n/n,n/n,1
en608,19,21-22-23,NA,L11,2018-02-03 18:20:36+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.7631,-70.8898,4.06,9.89,1,6.97,1.52,65%,>0&<200,1.9,0.65,1.25,0.34,0.66,1,0.17,0.39,0.07,0.22,0.05,n/n,n/n,1
en608,19,21-22-23,NA,L11,2018-02-03 18:20:36+00:00,2018-02-03 20:00:00+00:00,2018-02-04 20:00:00+00:00,39.7631,-70.8898,4.06,9.89,1,6.97,1.52,65%,>10&<200,1.9,0.65,1.25,0.34,0.66,1,0.17,NaN,NaN,NaN,NaN,0.44,0.06,1
en617,1,13-14-15,NA,L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.2034,-70.8855,1.88,20.16,1,22.32,0.91,15%,>0&<10,1.49,1.16,0.33,0.78,0.22,1,0.21,NaN,NaN,NaN,NaN,1.46,0.09,1
en617,1,13-14-15,NA,L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.2034,-70.8855,1.88,20.16,1,22.32,0.91,15%,>0&<200,1.49,1.16,0.33,0.78,0.22,1,0.21,0.73,0.08,NaN,NaN,1.45,0.09,1
en617,1,13-14-15,NA,L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.2034,-70.8855,1.88,20.16,1,22.32,0.91,15%,>10&<200,1.49,1.16,0.33,0.78,0.22,1,0.21,NaN,NaN,0.41,0.09,1.81,0.12,1
en617,1,13-14-15,NA,L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.2034,-70.8855,1.88,20.16,1,22.32,0.91,65%,>0&<10,1.49,1.16,0.33,0.78,0.22,1,0.21,NaN,NaN,0.58,0.17,1.73,0.32,1
en617,1,13-14-15,NA,L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.2034,-70.8855,1.88,20.16,1,22.32,0.91,65%,>0&<200,1.49,1.16,0.33,0.78,0.22,1,0.21,0.66,0.21,0.15,0.05,1.58,0.07,1
en617,1,13-14-15,NA,L1,2018-07-20 17:39:19+00:00,2018-07-20 18:54:00+00:00,2018-07-21 19:00:00+00:00,41.2034,-70.8855,1.88,20.16,1,22.32,0.91,65%,>10&<200,1.49,1.16,0.33,0.78,0.22,1,0.21,NaN,NaN,0,0,1.58,0.17,1
en617,5,17-18-19-20,NA,L3,2018-07-21 07:04:37+00:00,2018-07-21 08:10:00+00:00,2018-07-22 08:00:00+00:00,40.865,-70.8887,1.62,22.49,1,21.94,0.9,15%,>0&<10,0.49,0.46,0.03,0.93,0.07,0.99,0.25,NaN,NaN,0.51,0.03,1.46,0.05,1
en617,5,17-18-19-20,NA,L3,2018-07-21 07:04:37+00:00,2018-07-21 08:10:00+00:00,2018-07-22 08:00:00+00:00,40.865,-70.8887,1.62,22.49,1,21.94,0.9,15%,>0&<200,0.49,0.46,0.03,0.93,0.07,0.99,0.25,1.16,0.21,0,0,n/n,n/n,1
en617,5,17-18-19-20,NA,L3,2018-07-21 07:04:37+00:00,2018-07-21 08:10:00+00:00,2018-07-22 08:00:00+00:00,40.865,-70.8887,1.62,22.49,1,21.94,0.9,15%,>10&<200,0.49,0.46,0.03,0.93,0.07,0.99,0.25,NaN,NaN,NaN,NaN,1.4,0.22,1
en617,5,17-18-19-20,NA,L3,2018-07-21 07:04:37+00:00,2018-07-21 08:10:00+00:00,2018-07-22 08:00:00+00:00,40.865,-70.8887,1.62,22.49,1,21.94,0.9,65%,>0&<10,0.49,0.46,0.03,0.93,0.07,0.99,0.25,NaN,NaN,0,0,1.1,0.15,1
en617,5,17-18-19-20,NA,L3,2018-07-21 07:04:37+00:00,2018-07-21 08:10:00+00:00,2018-07-22 08:00:00+00:00,40.865,-70.8887,1.62,22.49,1,21.94,0.9,65%,>0&<200,0.49,0.46,0.03,0.93,0.07,0.99,0.25,1.13,0.21,0,0,n/n,n/n,1
en617,5,17-18-19-20,NA,L3,2018-07-21 07:04:37+00:00,2018-07-21 08:10:00+00:00,2018-07-22 08:00:00+00:00,40.865,-70.8887,1.62,22.49,1,21.94,0.9,65%,>10&<200,0.49,0.46,0.03,0.93,0.07,0.99,0.25,NaN,NaN,NaN,NaN,1.24,0.08,1
en617,8,17-18-19-20,NA,L4,2018-07-21 15:13:46+00:00,2018-07-21 16:00:00+00:00,2018-07-22 17:00:00+00:00,40.702,-70.8765,2.31,21.35,1,22.53,1.11,15%,>0&<10,0.61,0.59,0.02,0.97,0.03,1.04,0.18,NaN,NaN,0.16,0.03,0.97,0.06,1
en617,8,17-18-19-20,NA,L4,2018-07-21 15:13:46+00:00,2018-07-21 16:00:00+00:00,2018-07-22 17:00:00+00:00,40.702,-70.8765,2.31,21.35,1,22.53,1.11,15%,>0&<200,0.61,0.59,0.02,0.97,0.03,1.04,0.18,0.89,0.1,0.22,0.07,1.03,0.1,1
en617,8,17-18-19-20,NA,L4,2018-07-21 15:13:46+00:00,2018-07-21 16:00:00+00:00,2018-07-22 17:00:00+00:00,40.702,-70.8765,2.31,21.35,1,22.53,1.11,15%,>10&<200,0.61,0.59,0.02,0.97,0.03,1.04,0.18,NaN,NaN,NaN,NaN,1.07,0.06,1
en617,8,17-18-19-20,NA,L4,2018-07-21 15:13:46+00:00,2018-07-21 16:00:00+00:00,2018-07-22 17:00:00+00:00,40.702,-70.8765,2.31,21.35,1,22.53,1.11,65%,>0&<10,0.61,0.59,0.02,0.97,0.03,1.04,0.18,NaN,NaN,0.31,0.08,1.28,0.06,1
en617,8,17-18-19-20,NA,L4,2018-07-21 15:13:46+00:00,2018-07-21 16:00:00+00:00,2018-07-22 17:00:00+00:00,40.702,-70.8765,2.31,21.35,1,22.53,1.11,65%,>0&<200,0.61,0.59,0.02,0.97,0.03,1.04,0.18,0.99,0.05,0.14,0.04,1.19,0.04,1
en617,8,17-18-19-20,NA,L4,2018-07-21 15:13:46+00:00,2018-07-21 16:00:00+00:00,2018-07-22 17:00:00+00:00,40.702,-70.8765,2.31,21.35,1,22.53,1.11,65%,>10&<200,0.61,0.59,0.02,0.97,0.03,1.04,0.18,NaN,NaN,NaN,NaN,1.48,0.14,1
en617,14,20-21-22-23-24,NA,L8,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.1453,-70.7594,7.02,23.02,1,23.7,0.39,15%,>0&<10,0.34,0.29,0.05,0.86,0.14,1,0.21,NaN,NaN,1.11,0.03,1.6,0.02,1
en617,14,20-21-22-23-24,NA,L8,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.1453,-70.7594,7.02,23.02,1,23.7,0.39,15%,>0&<200,0.34,0.29,0.05,0.86,0.14,1,0.21,0.89,0.09,0.33,0.07,n/n,n/n,1
en617,14,20-21-22-23-24,NA,L8,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.1453,-70.7594,7.02,23.02,1,23.7,0.39,15%,>10&<200,0.34,0.29,0.05,0.86,0.14,1,0.21,NaN,NaN,NaN,NaN,0.88,0.06,1
en617,14,20-21-22-23-24,NA,L8,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.1453,-70.7594,7.02,23.02,1,23.7,0.39,65%,>0&<10,0.34,0.29,0.05,0.86,0.14,1,0.21,NaN,NaN,0.92,0.1,1.66,0.11,1
en617,14,20-21-22-23-24,NA,L8,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.1453,-70.7594,7.02,23.02,1,23.7,0.39,65%,>0&<200,0.34,0.29,0.05,0.86,0.14,1,0.21,0.41,0.08,0,0,0.82,0.15,1
en617,14,20-21-22-23-24,NA,L8,2018-07-22 09:27:03+00:00,2018-07-22 10:30:00+00:00,2018-07-23 10:30:00+00:00,40.1453,-70.7594,7.02,23.02,1,23.7,0.39,65%,>10&<200,0.34,0.29,0.05,0.86,0.14,1,0.21,NaN,NaN,NaN,NaN,1.2,0.25,1
en617,18,19-20,NA,L10,2018-07-22 22:08:59+00:00,2018-07-22 22:30:00+00:00,2018-07-23 22:39:00+00:00,39.949,-70.88,5.05,23.61,1,24.57,1.33,65%,>0&<10,0.32,0.28,0.04,0.88,0.12,1.01,0.21,NaN,NaN,0,0,0.51,0.35,1
en617,18,19-20,NA,L10,2018-07-22 22:08:59+00:00,2018-07-22 22:30:00+00:00,2018-07-23 22:39:00+00:00,39.949,-70.88,5.05,23.61,1,24.57,1.33,65%,>0&<200,0.32,0.28,0.04,0.88,0.12,1.01,0.21,0.19,0.07,0,0,0.62,0.29,1
en617,18,19-20,NA,L10,2018-07-22 22:08:59+00:00,2018-07-22 22:30:00+00:00,2018-07-23 22:39:00+00:00,39.949,-70.88,5.05,23.61,1,24.57,1.33,65%,>10&<200,0.32,0.28,0.04,0.88,0.12,1.01,0.21,NaN,NaN,0,0,0.69,0.48,1
en617,21,14-15,NA,L11,2018-07-23 13:58:31+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7647,-70.8595,30.33,14.68,1,23.85,1.61,15%,>0&<10,1.91,1.31,0.6,0.69,0.31,1.01,0.36,NaN,NaN,NaN,NaN,0.13,0.06,3
en617,21,14-15,NA,L11,2018-07-23 13:58:31+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7647,-70.8595,30.33,14.68,1,23.85,1.61,15%,>0&<200,1.91,1.31,0.6,0.69,0.31,1.01,0.36,-0.19,0.04,0,0,0.11,0.04,3
en617,21,14-15,NA,L11,2018-07-23 13:58:31+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7647,-70.8595,30.33,14.68,1,23.85,1.61,15%,>10&<200,1.91,1.31,0.6,0.69,0.31,1.01,0.36,NaN,NaN,0.57,0.16,0.62,0.1,3
en617,21,17-18,NA,L11,2018-07-23 14:00:59+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7643,-70.8586,20.77,22.31,1,23.85,1.61,15%,>0&<10,0.71,0.48,0.22,0.68,0.32,1.01,0.49,NaN,NaN,NaN,NaN,0.78,0.02,3
en617,21,17-18,NA,L11,2018-07-23 14:00:59+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7643,-70.8586,20.77,22.31,1,23.85,1.61,15%,>0&<200,0.71,0.48,0.22,0.68,0.32,1.01,0.49,0.46,0.03,NaN,NaN,0.65,0.02,3
en617,21,17-18,NA,L11,2018-07-23 14:00:59+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7643,-70.8586,20.77,22.31,1,23.85,1.61,15%,>10&<200,0.71,0.48,0.22,0.68,0.32,1.01,0.49,NaN,NaN,NaN,NaN,0.32,0.09,3
en617,21,19-21-23-24,NA,L11,2018-07-23 14:04:33+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7637,-70.8575,5.27,23.06,1,23.85,1.61,15%,>0&<10,0.37,0.26,0.11,0.7,0.3,1.01,0.28,NaN,NaN,NaN,NaN,1.03,0.06,1
en617,21,19-21-23-24,NA,L11,2018-07-23 14:04:33+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7637,-70.8575,5.27,23.06,1,23.85,1.61,15%,>0&<200,0.37,0.26,0.11,0.7,0.3,1.01,0.28,0.62,0.1,NaN,NaN,0.83,0.03,1
en617,21,19-21-23-24,NA,L11,2018-07-23 14:04:33+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7637,-70.8575,5.27,23.06,1,23.85,1.61,15%,>10&<200,0.37,0.26,0.11,0.7,0.3,1.01,0.28,NaN,NaN,0,0,0.27,0.13,1
en617,21,19-21-23-24,NA,L11,2018-07-23 14:04:33+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7637,-70.8575,5.27,23.06,1,23.85,1.61,65%,>0&<10,0.37,0.26,0.11,0.7,0.3,1.01,0.28,NaN,NaN,NaN,NaN,0.7,0.01,1
en617,21,19-21-23-24,NA,L11,2018-07-23 14:04:33+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7637,-70.8575,5.27,23.06,1,23.85,1.61,65%,>0&<200,0.37,0.26,0.11,0.7,0.3,1.01,0.28,0.29,0.03,NaN,NaN,0.54,0.06,1
en617,21,19-21-23-24,NA,L11,2018-07-23 14:04:33+00:00,2018-07-23 16:00:00+00:00,2018-07-24 16:14:00+00:00,39.7637,-70.8575,5.27,23.06,1,23.85,1.61,65%,>10&<200,0.37,0.26,0.11,0.7,0.3,1.01,0.28,NaN,NaN,0,0,0.21,0.05,1
en627,3,8-10-11,NA,L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1985,-70.8796,2.14,3.82,1,5.27,1.82,15%,>0&<10,2.23,0,2.23,0,1,1.01,0.13,NaN,NaN,NaN,NaN,n/n,n/n,3
en627,3,8-10-11,NA,L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1985,-70.8796,2.14,3.82,1,5.27,1.82,15%,>0&<200,2.23,0,2.23,0,1,1.01,0.13,0.27,0.11,0,0,n/n,n/n,1
en627,3,8-10-11,NA,L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1985,-70.8796,2.14,3.82,1,5.27,1.82,15%,>10&<200,2.23,0,2.23,0,1,1.01,0.13,NaN,NaN,0,0,0.25,0.13,1
en627,3,8-10-11,NA,L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1985,-70.8796,2.14,3.82,1,5.27,1.82,65%,>0&<10,2.23,0,2.23,0,1,1.01,0.13,NaN,NaN,NaN,NaN,n/n,n/n,3
en627,3,8-10-11,NA,L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1985,-70.8796,2.14,3.82,1,5.27,1.82,65%,>0&<200,2.23,0,2.23,0,1,1.01,0.13,0.31,0.11,0,0,n/n,n/n,1
en627,3,8-10-11,NA,L1,2019-02-01 21:55:07+00:00,2019-02-01 23:10:00+00:00,2019-02-02 23:25:00+00:00,41.1985,-70.8796,2.14,3.82,1,5.27,1.82,65%,>10&<200,2.23,0,2.23,0,1,1.01,0.13,NaN,NaN,0,0,0.38,0.07,1
en627,8,9-10-11,NA,L3,2019-02-02 10:18:01+00:00,2019-02-02 11:20:00+00:00,2019-02-03 11:35:00+00:00,40.8643,-70.8879,5.03,6.07,1,5.89,1.34,15%,>0&<10,3.21,0,3.21,0,1,1.01,0.15,NaN,NaN,NaN,NaN,n/n,n/n,3
en627,8,9-10-11,NA,L3,2019-02-02 10:18:01+00:00,2019-02-02 11:20:00+00:00,2019-02-03 11:35:00+00:00,40.8643,-70.8879,5.03,6.07,1,5.89,1.34,15%,>0&<200,3.21,0,3.21,0,1,1.01,0.15,0.08,0.19,0,0,n/n,n/n,1
en627,8,9-10-11,NA,L3,2019-02-02 10:18:01+00:00,2019-02-02 11:20:00+00:00,2019-02-03 11:35:00+00:00,40.8643,-70.8879,5.03,6.07,1,5.89,1.34,15%,>10&<200,3.21,0,3.21,0,1,1.01,0.15,NaN,NaN,0,0,-0.04,0.14,1
en627,8,9-10-11,NA,L3,2019-02-02 10:18:01+00:00,2019-02-02 11:20:00+00:00,2019-02-03 11:35:00+00:00,40.8643,-70.8879,5.03,6.07,1,5.89,1.34,65%,>0&<10,3.21,0,3.21,0,1,1.01,0.15,NaN,NaN,NaN,NaN,n/n,n/n,3
en627,8,9-10-11,NA,L3,2019-02-02 10:18:01+00:00,2019-02-02 11:20:00+00:00,2019-02-03 11:35:00+00:00,40.8643,-70.8879,5.03,6.07,1,5.89,1.34,65%,>0&<200,3.21,0,3.21,0,1,1.01,0.15,0.12,0.11,0.27,0.08,n/n,n/n,1
en627,8,9-10-11,NA,L3,2019-02-02 10:18:01+00:00,2019-02-02 11:20:00+00:00,2019-02-03 11:35:00+00:00,40.8643,-70.8879,5.03,6.07,1,5.89,1.34,65%,>10&<200,3.21,0,3.21,0,1,1.01,0.15,NaN,NaN,0,0,-0.02,0.06,1
en627,11-12,11,11-12,L4,2019-02-02 19:54:48+00:00,2019-02-02 21:00:00+00:00,2019-02-03 21:00:00+00:00,40.6971,-70.8776,2.9,6.23,1,6.32,1.85,15%,>0&<10,1.85,0.25,1.6,0.14,0.86,1,0.31,NaN,NaN,NaN,NaN,n/n,n/n,1
en627,11-12,11,11-12,L4,2019-02-02 19:54:48+00:00,2019-02-02 21:00:00+00:00,2019-02-03 21:00:00+00:00,40.6971,-70.8776,2.9,6.23,1,6.32,1.85,15%,>0&<200,1.85,0.25,1.6,0.14,0.86,1,0.31,0.29,0.11,0,0,n/n,n/n,1
en627,11-12,11,11-12,L4,2019-02-02 19:54:48+00:00,2019-02-02 21:00:00+00:00,2019-02-03 21:00:00+00:00,40.6971,-70.8776,2.9,6.23,1,6.32,1.85,15%,>10&<200,1.85,0.25,1.6,0.14,0.86,1,0.31,NaN,NaN,NaN,NaN,0.45,0.05,1
en627,11-12,11,11-12,L4,2019-02-02 19:54:48+00:00,2019-02-02 21:00:00+00:00,2019-02-03 21:00:00+00:00,40.6971,-70.8776,2.9,6.23,1,6.32,1.85,65%,>0&<10,1.85,0.25,1.6,0.14,0.86,1,0.31,NaN,NaN,NaN,NaN,n/n,n/n,1
en627,11-12,11,11-12,L4,2019-02-02 19:54:48+00:00,2019-02-02 21:00:00+00:00,2019-02-03 21:00:00+00:00,40.6971,-70.8776,2.9,6.23,1,6.32,1.85,65%,>0&<200,1.85,0.25,1.6,0.14,0.86,1,0.31,0.47,0.06,0.3,0.13,n/n,n/n,1
en627,11-12,11,11-12,L4,2019-02-02 19:54:48+00:00,2019-02-02 21:00:00+00:00,2019-02-03 21:00:00+00:00,40.6971,-70.8776,2.9,6.23,1,6.32,1.85,65%,>10&<200,1.85,0.25,1.6,0.14,0.86,1,0.31,NaN,NaN,NaN,NaN,0.45,0.07,1
en627,18-19,11-12,11-12,L8,2019-02-03 17:41:48+00:00,2019-02-03 18:40:00+00:00,2019-02-04 18:30:00+00:00,40.1349,-70.7643,2.39,6.7,1,8.16,0.97,15%,>0&<10,1.29,0.72,0.56,0.56,0.44,0.99,0.16,NaN,NaN,0.64,0.14,0.57,0.16,1
en627,18-19,11-12,11-12,L8,2019-02-03 17:41:48+00:00,2019-02-03 18:40:00+00:00,2019-02-04 18:30:00+00:00,40.1349,-70.7643,2.39,6.7,1,8.16,0.97,15%,>0&<200,1.29,0.72,0.56,0.56,0.44,0.99,0.16,0.35,0.11,0.24,0.09,n/n,n/n,1
en627,18-19,11-12,11-12,L8,2019-02-03 17:41:48+00:00,2019-02-03 18:40:00+00:00,2019-02-04 18:30:00+00:00,40.1349,-70.7643,2.39,6.7,1,8.16,0.97,15%,>10&<200,1.29,0.72,0.56,0.56,0.44,0.99,0.16,NaN,NaN,0,0,0.34,0.08,1
en627,18-19,11-12,11-12,L8,2019-02-03 17:41:48+00:00,2019-02-03 18:40:00+00:00,2019-02-04 18:30:00+00:00,40.1349,-70.7643,2.39,6.7,1,8.16,0.97,65%,>0&<10,1.29,0.72,0.56,0.56,0.44,0.99,0.16,NaN,NaN,1.21,0.22,0.97,0.19,1
en627,18-19,11-12,11-12,L8,2019-02-03 17:41:48+00:00,2019-02-03 18:40:00+00:00,2019-02-04 18:30:00+00:00,40.1349,-70.7643,2.39,6.7,1,8.16,0.97,65%,>0&<200,1.29,0.72,0.56,0.56,0.44,0.99,0.16,0.41,0.1,0.44,0.15,0.57,0.03,1
en627,18-19,11-12,11-12,L8,2019-02-03 17:41:48+00:00,2019-02-03 18:40:00+00:00,2019-02-04 18:30:00+00:00,40.1349,-70.7643,2.39,6.7,1,8.16,0.97,65%,>10&<200,1.29,0.72,0.56,0.56,0.44,0.99,0.16,NaN,NaN,NaN,NaN,0.45,0.12,1
en627,23-24,10-11,11-12,L10,2019-02-04 06:43:35+00:00,2019-02-04 08:00:00+00:00,2019-02-05 08:00:00+00:00,39.9357,-70.8837,4.92,6.96,1,10.11,1.98,15%,>0&<10,2.07,0.62,1.46,0.3,0.7,1,0.17,NaN,NaN,1.43,0.43,1.18,0.81,1
en627,23-24,10-11,11-12,L10,2019-02-04 06:43:35+00:00,2019-02-04 08:00:00+00:00,2019-02-05 08:00:00+00:00,39.9357,-70.8837,4.92,6.96,1,10.11,1.98,15%,>0&<200,2.07,0.62,1.46,0.3,0.7,1,0.17,0.49,0.17,0.57,0.1,n/n,n/n,1
